date,usd_cny_rate,selected_time_col,readable_status,ocr_review_file,header_visible_in_slice,source_image,source_platform,source_method,data_quality_level,record_status,date_dt,header_rank,week_id,natural_week_start,natural_week_end
2026-04-30,6.8288,20:00_or_rightmost_visible, 2026-04-30 | 6.8288 | readable; header cropped/unverified; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-04-30,0,2026-W18,2026-04-27,2026-05-03
2026-05-06,6.8116,20:00_or_rightmost_visible, 2026-05-06 | 6.8116 | readable; header cropped/unverified; weekly last visible trading day ,fx-screenshot-small-slices/fx-slice-03-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-06,0,2026-W19,2026-05-04,2026-05-10
2026-05-07,6.8015,20:00_or_rightmost_visible, 2026-05-07 | 6.8015 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-07,0,2026-W19,2026-05-04,2026-05-10
2026-05-08,6.8012,20:00_or_rightmost_visible, 2026-05-08 | 6.8012 | Readable; weekly_last_visible ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-08,0,2026-W19,2026-05-04,2026-05-10
2026-05-11,6.7966,20:00_or_rightmost_visible, 2026-05-11 | 6.7966 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-11,0,2026-W20,2026-05-11,2026-05-17
2026-05-12,6.7925,20:00_or_rightmost_visible, 2026-05-12 | 6.7925 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-12,0,2026-W20,2026-05-11,2026-05-17
2026-05-13,6.7905,20:00_or_rightmost_visible, 2026-05-13 | 6.7905 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-13,0,2026-W20,2026-05-11,2026-05-17
2026-05-14,6.7851,20:00_or_rightmost_visible, 2026-05-14 | 6.7851 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-14,0,2026-W20,2026-05-11,2026-05-17
2026-05-15,6.8061,20:00_or_rightmost_visible, 2026-05-15 | 6.8061 | Readable; weekly_last_visible ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-15,0,2026-W20,2026-05-11,2026-05-17
2026-05-18,6.7998,20:00_or_rightmost_visible, 2026-05-18 | 6.7998 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-18,0,2026-W21,2026-05-18,2026-05-24
2026-05-19,6.8059,20:00_or_rightmost_visible, 2026-05-19 | 6.8059 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-19,0,2026-W21,2026-05-18,2026-05-24
2026-05-20,6.8033,20:00_or_rightmost_visible, 2026-05-20 | 6.8033 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-20,0,2026-W21,2026-05-18,2026-05-24
2026-05-21,6.8021,20:00_or_rightmost_visible, 2026-05-21 | 6.8021 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-21,0,2026-W21,2026-05-18,2026-05-24
2026-05-22,6.795,20:00_or_rightmost_visible, 2026-05-22 | 6.7950 | Readable; weekly_last_visible ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-22,0,2026-W21,2026-05-18,2026-05-24
2026-05-25,6.7839,20:00_or_rightmost_visible, 2026-05-25 | 6.7839 | Readable ,fx-screenshot-small-slices/fx-slice-02-review.md,False,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_header_inferred,ocr_extracted_from_user_screenshot_needs_spot_check,2026-05-25,0,2026-W22,2026-05-25,2026-05-31
2026-05-26,6.7859,20:00_or_rightmost_visible, 2026-05-26 | USD/CNY | 6.7859 | 6.7863 | 6.7871 | 6.7838 | 6.7865 | 6.7860 | 6.7852 | 6.7822 | 6.7838 ,fx-screenshot-small-slices/fx-slice-01-review.md,True,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_official_page,ocr_extracted_from_user_screenshot,2026-05-26,1,2026-W22,2026-05-25,2026-05-31
2026-05-27,6.7828,20:00_or_rightmost_visible, 2026-05-27 | USD/CNY | 6.7828 | 6.7821 | 6.7806 | 6.7821 | 6.7825 | 6.7811 | 6.7817 | 6.7813 | 6.7817 ,fx-screenshot-small-slices/fx-slice-01-review.md,True,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_official_page,ocr_extracted_from_user_screenshot,2026-05-27,1,2026-W22,2026-05-25,2026-05-31
2026-05-28,6.7805,20:00_or_rightmost_visible," 2026-05-28 | 6.7805 | Latest visible date in the screenshot; may be usable as a visible weekly/latest representative value, but official weekly representative status is UNCLEAR from this cropped view. ",fx-screenshot-small-slices/fx-slice-01-review.md,True,output/半年汇率表.png,中国外汇交易中心历史参考汇率截图,long_screenshot_ocr,B_screenshot_ocr_official_page,ocr_extracted_from_user_screenshot,2026-05-28,1,2026-W22,2026-05-25,2026-05-31
