date,index_type,route_name,value,unit,source,data_quality_level,record_status,missing_reason
2026-03-13,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-13,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-20,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-03-27,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-03,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-10,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-17,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,CCFI,CCFI综合指数,1233.76,points,batch-01 public excerpt,B,collected_public_or_saved_evidence,分航线值未补齐；仅综合指数可用
2026-04-24,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-04-24,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,CCFI,CCFI综合指数,1269.64,points,batch-01 public excerpt,B,collected_public_or_saved_evidence,分航线值未补齐；仅综合指数可用
2026-05-01,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-01,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,CCFI综合指数,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,日本航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,欧洲航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,地中海航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,美西航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-08,CCFI,美东航线,,index,placeholder,PENDING,placeholder_pending,该周该指标未搜到可核验证据，保留占位
2026-05-15,CCFI,CCFI综合指数,1280.46,points,SSE saved/current page previous-period field + batch-01,A-/B+,collected_public_or_saved_evidence,分航线值未补齐；仅综合指数可用
2026-05-15,CCFI,日本航线,960.73,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-15,CCFI,欧洲航线,1585.49,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-15,CCFI,地中海航线,1985.41,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-15,CCFI,美西航线,984.19,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-15,CCFI,美东航线,1120.63,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-22,CCFI,CCFI综合指数,1317.36,points,上海航运交易所单期查询,A,collected_official_or_near_official,
2026-05-22,CCFI,日本航线,960.73,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-22,CCFI,欧洲航线,1585.49,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-22,CCFI,地中海航线,1985.41,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-22,CCFI,美西航线,984.19,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2026-05-22,CCFI,美东航线,1120.63,points,https://www.sse.net.cn/index/singleIndex?indexType=ccfi,A,partial_or_complete_collected,
2025-11-28,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-11-28,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-05,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-05,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-12,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-12,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-19,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-19,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-26,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2025-12-26,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-02,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-02,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-09,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-09,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-16,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-16,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-23,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-23,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-30,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-01-30,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-06,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-06,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-13,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-13,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-20,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-20,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-27,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-02-27,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-06,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-06,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-13,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-13,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-20,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-20,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-27,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-03-27,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-03,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-03,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-10,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-10,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-17,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-17,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-24,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-04-24,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-01,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-01,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-04,SCFIS,欧洲航线,1615.21,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-04,SCFIS,美西航线,1697.48,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-08,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-08,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-11,SCFIS,欧洲航线,1692.87,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-11,SCFIS,美西航线,1837.3,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-15,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-15,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-18,SCFIS,欧洲航线,1709.43,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-18,SCFIS,美西航线,1823.54,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-22,SCFIS,欧洲航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-22,SCFIS,美西航线,,settlement_index,placeholder,PENDING,placeholder_pending,该日期该指标未搜到可核验证据，保留占位
2026-05-25,SCFIS,欧洲航线,1863.74,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-05-25,SCFIS,美西航线,1960.27,settlement_index,上海航运交易所SCFIS轨迹页/公开检索摘要,A,collected,
2026-04-17,SCFI,上海-欧洲,1501.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-17,SCFI,上海-地中海,2491.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-17,SCFI,上海-美西,2612.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-17,SCFI,上海-美东,3584.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-24,SCFI,上海-欧洲,1497.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-24,SCFI,上海-地中海,2420.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-24,SCFI,上海-美西,2586.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-04-24,SCFI,上海-美东,3570.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-01,SCFI,上海-欧洲,,,,PENDING,pending_collection,公开摘录未见该字段
2026-05-01,SCFI,上海-地中海,,,,PENDING,pending_collection,公开摘录未见该字段
2026-05-01,SCFI,上海-美西,,,,PENDING,pending_collection,公开摘录未见该字段
2026-05-01,SCFI,上海-美东,,,,PENDING,pending_collection,公开摘录未见该字段
2026-05-08,SCFI,上海-欧洲,1596.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-08,SCFI,上海-地中海,2463.0,USD/TEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-08,SCFI,上海-美西,2826.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-05-08,SCFI,上海-美东,3812.0,USD/FEU,public_excerpt_batch_01,B_pending_original_text,collected_public_excerpt_pending_original_text,原文/截图待补；如分航线为空则该字段未在公开摘录中出现
2026-01-26,SCFIS,欧洲结算指数,1859.31,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-26,SCFIS,美西结算指数,1294.32,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-09,SCFIS,欧洲结算指数,1657.94,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-09,SCFIS,美西结算指数,1155.66,points,batch03_04_public_excerpt,B,collected_public_excerpt,
2025-11-28,SCFI,上海-欧洲,1404.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-11-28,SCFI,上海-地中海,2232.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-11-28,SCFI,上海-美西,1632.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-11-28,SCFI,上海-美东,2428.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-05,SCFI,上海-欧洲,1400.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-05,SCFI,上海-地中海,2300.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-05,SCFI,上海-美西,1550.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-05,SCFI,上海-美东,2315.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-19,SCFI,上海-欧洲,1533.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-19,SCFI,上海-地中海,2833.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-19,SCFI,上海-美西,1992.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-19,SCFI,上海-美东,2846.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-26,SCFI,上海-欧洲,1690.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-26,SCFI,上海-地中海,3143.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-26,SCFI,上海-美西,2188.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2025-12-26,SCFI,上海-美东,3033.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,原始URL/截图仍待补强
2026-01-23,SCFI,上海-欧洲,1595.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-23,SCFI,上海-美西,2084.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-23,SCFI,上海-美东,2896.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-30,SCFI,上海-欧洲,1418.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-30,SCFI,上海-地中海,2424.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-30,SCFI,上海-美西,1867.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-01-30,SCFI,上海-美东,2605.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-06,SCFI,上海-欧洲,1403.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-06,SCFI,上海-美西,1801.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-06,SCFI,上海-美东,2530.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-13,SCFI,上海-欧洲,1361.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-13,SCFI,上海-地中海,2177.0,USD/TEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-13,SCFI,上海-美西,1787.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-02-13,SCFI,上海-美东,2524.0,USD/FEU,batch03_04_public_excerpt,B,collected_public_excerpt,
2026-03-13,SCFI,上海-欧洲,1618.0,USD/TEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-13,SCFI,上海-美西,2249.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-13,SCFI,上海-美东,3111.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-20,SCFI,上海-欧洲,1636.0,USD/TEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-20,SCFI,上海-美西,2054.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-03-20,SCFI,上海-美东,2922.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-04-10,SCFI,上海-欧洲,1547.0,USD/TEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-04-10,SCFI,上海-美西,2552.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-04-10,SCFI,上海-美东,3518.0,USD/FEU,legacy_public_clue_needs_source_recheck,B_pending_source_recheck,legacy_value_pending_source_recheck,旧记录已有数值但来源证据链待回查；按新规则保留为待复核B-线索
2026-05-15,SCFI,上海-欧洲,1816.0,USD/TEU,official_single_page_table_for_composite_plus_unverified_public_route_clues,A(composite_only)/B_pending_original_text(route_values),partial_composite_verified_routes_public_excerpt_pending,分航线原文/截图待补，美西值存在冲突
2026-05-15,SCFI,上海-地中海,3145.0,USD/TEU,official_single_page_table_for_composite_plus_unverified_public_route_clues,A(composite_only)/B_pending_original_text(route_values),partial_composite_verified_routes_public_excerpt_pending,分航线原文/截图待补，美西值存在冲突
2026-05-15,SCFI,上海-美西,3118.0,USD/FEU,official_single_page_table_for_composite_plus_unverified_public_route_clues,A(composite_only)/B_pending_original_text(route_values),partial_composite_verified_routes_public_excerpt_pending,分航线原文/截图待补，美西值存在冲突
2026-05-15,SCFI,上海-美东,4224.0,USD/FEU,official_single_page_table_for_composite_plus_unverified_public_route_clues,A(composite_only)/B_pending_original_text(route_values),partial_composite_verified_routes_public_excerpt_pending,分航线原文/截图待补，美西值存在冲突
2026-05-22,SCFI,上海-欧洲,1905.0,USD/TEU,official_single_page_plus_public_repost,A/B,partial_or_complete_collected,
2026-05-22,SCFI,上海-地中海,3207.0,USD/TEU,official_single_page_plus_public_repost,A/B,partial_or_complete_collected,
2026-05-22,SCFI,上海-美西,3154.0,USD/FEU,official_single_page_plus_public_repost,A/B,partial_or_complete_collected,
2026-05-22,SCFI,上海-美东,4313.0,USD/FEU,official_single_page_plus_public_repost,A/B,partial_or_complete_collected,
2026-05-04,SCFIS,欧洲结算指数,1615.21,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
2026-05-04,SCFIS,美西结算指数,1697.48,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
2026-05-11,SCFIS,欧洲结算指数,1692.87,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
2026-05-11,SCFIS,美西结算指数,1837.3,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
2026-05-18,SCFIS,欧洲结算指数,1709.43,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A-/B+(europe)/C(us_west_conflict),partial_collected_conflict_pending,美西存在1823.54/1834.54冲突，待官方截图确认
2026-05-18,SCFIS,美西结算指数,1823.54,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A-/B+(europe)/C(us_west_conflict),partial_collected_conflict_pending,美西存在1823.54/1834.54冲突，待官方截图确认
2026-05-25,SCFIS,欧洲结算指数,1863.74,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
2026-05-25,SCFIS,美西结算指数,1960.27,points,上海航运交易所SCFIS轨迹页/公开检索摘要,A,partial_or_complete_collected,
