record_id,screenshot_file,index_type,index_name_cn,route_or_dimension,data_date,displayed_value,value_unit,value_extraction_method,source_platform,source_url_hint,evidence_file,visual_review_file,data_quality_level,record_status,confidence_note,usable_for_real_master,sync_target,natural_week_start,natural_week_end,created_or_updated_note,query_date
chart-scfis-2026-03-09-欧洲航线,scfis_euquery_date_2026-03-13.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-03-09,1545.46,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-03-13,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-03-13.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-09,2026-03-15,26周批量图表接口复现并视觉抽取。,2026-03-13
chart-scfis-2026-03-16-欧洲航线,scfis_euquery_date_2026-03-20.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-03-16,1556.49,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-03-20,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-03-20.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-16,2026-03-22,26周批量图表接口复现并视觉抽取。,2026-03-20
chart-scfis-2026-03-23-欧洲航线,scfis_euquery_date_2026-03-27.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-03-23,1693.26,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-03-27,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-03-27.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-23,2026-03-29,26周批量图表接口复现并视觉抽取。,2026-03-27
chart-scfis-2026-03-30-欧洲航线,scfis_euquery_date_2026-04-03.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-03-30,1752.54,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-04-03,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-04-03.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-30,2026-04-05,26周批量图表接口复现并视觉抽取。,2026-04-03
chart-scfis-2026-04-06-欧洲航线,scfis_euquery_date_2026-04-10.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-04-06,1772.11,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-04-10,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-04-10.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-06,2026-04-12,26周批量图表接口复现并视觉抽取。,2026-04-10
chart-scfis-2026-04-13-欧洲航线,scfis_euquery_date_2026-04-17.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-04-13,1728.17,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-04-17,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-04-17.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-13,2026-04-19,26周批量图表接口复现并视觉抽取。,2026-04-17
chart-scfis-2026-04-20-欧洲航线,scfis_euquery_date_2026-04-24.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-04-20,1610.42,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-04-24,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-04-24.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-20,2026-04-26,26周批量图表接口复现并视觉抽取。,2026-04-24
chart-scfis-2026-04-27-欧洲航线,scfis_euquery_date_2026-05-01.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-04-27,1567.2,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-05-01,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-05-01.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-27,2026-05-03,26周批量图表接口复现并视觉抽取。,2026-05-01
chart-scfis-2026-05-04-欧洲航线,scfis_euquery_date_2026-05-08.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-05-04,1615.21,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-05-08,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-05-08.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-04,2026-05-10,26周批量图表接口复现并视觉抽取。,2026-05-08
chart-scfis-2026-05-11-欧洲航线,scfis_euquery_date_2026-05-15.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-05-11,1692.87,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-05-15,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-05-15.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-11,2026-05-17,26周批量图表接口复现并视觉抽取。,2026-05-15
chart-scfis-2026-05-18-欧洲航线,scfis_euquery_date_2026-05-22.png,SCFIS,上海出口集装箱结算运价指数,欧洲航线,2026-05-18,1709.43,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=euquery&date=2026-05-22,D:\小袁工作\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_euquery_date_2026-05-22.png,canglu-radar\01-raw-data\collection-drafts\chart-evidence\drafts\scfis-europe-26week-chart-extract.csv,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-18,2026-05-24,26周批量图表接口复现并视觉抽取。,2026-05-22
chart-scfis-2025-12-29-美西航线,scfis_uswcquery_date_2026-01-02.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2025-12-29,1301.41,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-01-02,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-01-02.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2025-12-29,2026-01-04,26周批量图表接口复现并视觉抽取。,2026-01-02
chart-scfis-2026-01-05-美西航线,scfis_uswcquery_date_2026-01-09.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-01-05,1250.12,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-01-09,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-01-09.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-05,2026-01-11,26周批量图表接口复现并视觉抽取。,2026-01-09
chart-scfis-2026-01-12-美西航线,scfis_uswcquery_date_2026-01-16.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-01-12,1323.98,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-01-16,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-01-16.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-12,2026-01-18,26周批量图表接口复现并视觉抽取。,2026-01-16
chart-scfis-2026-01-19-美西航线,scfis_uswcquery_date_2026-01-23.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-01-19,1305.27,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-01-23,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-01-23.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-19,2026-01-25,26周批量图表接口复现并视觉抽取。,2026-01-23
chart-scfis-2026-01-26-美西航线,scfis_uswcquery_date_2026-01-30.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-01-26,1294.32,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-01-30,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-01-30.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-01-26,2026-02-01,26周批量图表接口复现并视觉抽取。,2026-01-30
chart-scfis-2026-02-02-美西航线,scfis_uswcquery_date_2026-02-06.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-02-02,1101.4,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-02-06,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-02-06.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-02,2026-02-08,26周批量图表接口复现并视觉抽取。,2026-02-06
chart-scfis-2026-02-09-美西航线,scfis_uswcquery_date_2026-02-13.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-02-09,1155.66,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-02-13,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-02-13.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-09,2026-02-15,26周批量图表接口复现并视觉抽取。,2026-02-13
chart-scfis-2026-02-16-美西航线,scfis_uswcquery_date_2026-02-20.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-02-16,1131.74,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-02-20,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-02-20.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-16,2026-02-22,26周批量图表接口复现并视觉抽取。,2026-02-20
chart-scfis-2026-02-23-美西航线,scfis_uswcquery_date_2026-02-27.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-02-23,1112.01,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-02-27,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-02-27.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-02-23,2026-03-01,26周批量图表接口复现并视觉抽取。,2026-02-27
chart-scfis-2026-03-02-美西航线,scfis_uswcquery_date_2026-03-06.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-03-02,1045.08,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-03-06,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-03-06.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part1.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-02,2026-03-08,26周批量图表接口复现并视觉抽取。,2026-03-06
chart-scfis-2026-03-09-美西航线,scfis_uswcquery_date_2026-03-13.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-03-09,1121.22,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-03-13,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-03-13.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-09,2026-03-15,26周批量图表接口复现并视觉抽取。,2026-03-13
chart-scfis-2026-03-16-美西航线,scfis_uswcquery_date_2026-03-20.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-03-16,1109.11,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-03-20,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-03-20.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-16,2026-03-22,26周批量图表接口复现并视觉抽取。,2026-03-20
chart-scfis-2026-03-28-美西航线,scfis_uswcquery_date_2026-03-27.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-03-28,1024.11,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-03-27,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-03-27.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-23,2026-03-29,26周批量图表接口复现并视觉抽取。,2026-03-27
chart-scfis-2026-03-30-美西航线,scfis_uswcquery_date_2026-04-03.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-03-30,1263.4,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-04-03,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-04-03.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-03-30,2026-04-05,26周批量图表接口复现并视觉抽取。,2026-04-03
chart-scfis-2026-04-06-美西航线,scfis_uswcquery_date_2026-04-10.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-04-06,1442.76,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-04-10,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-04-10.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-06,2026-04-12,26周批量图表接口复现并视觉抽取。,2026-04-10
chart-scfis-2026-04-13-美西航线,scfis_uswcquery_date_2026-04-17.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-04-13,1600.18,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-04-17,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-04-17.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-13,2026-04-19,26周批量图表接口复现并视觉抽取。,2026-04-17
chart-scfis-2026-04-20-美西航线,scfis_uswcquery_date_2026-04-24.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-04-20,1707.19,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-04-24,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-04-24.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-20,2026-04-26,26周批量图表接口复现并视觉抽取。,2026-04-24
chart-scfis-2026-04-27-美西航线,scfis_uswcquery_date_2026-05-01.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-04-27,1680.89,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-05-01,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-05-01.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-04-27,2026-05-03,26周批量图表接口复现并视觉抽取。,2026-05-01
chart-scfis-2026-05-04-美西航线,scfis_uswcquery_date_2026-05-08.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-05-04,1697.48,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-05-08,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-05-08.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-04,2026-05-10,26周批量图表接口复现并视觉抽取。,2026-05-08
chart-scfis-2026-05-11-美西航线,scfis_uswcquery_date_2026-05-15.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-05-11,1887.3,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-05-15,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-05-15.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-11,2026-05-17,26周批量图表接口复现并视觉抽取。,2026-05-15
chart-scfis-2026-05-18-美西航线,scfis_uswcquery_date_2026-05-22.png,SCFIS,上海出口集装箱结算运价指数,美西航线,2026-05-18,1823.54,index_point,tooltip_reading_from_sse_indexImg_png,上海航运交易所 indexImg 图表接口,https://www.sse.net.cn/index/indexImg?name=scfis&type=uswcquery&date=2026-05-22,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis_uswcquery_date_2026-05-22.png,..\canglu-radar\01-raw-data\collection-drafts\chart-evidence\sse-http-probes\scfis-uswest-visual-review-part2.md,C_chart_reference,chart_tooltip_value_endpoint_image_reproducible_not_master_verified,上海航运交易所indexImg接口返回PNG图表，tooltip日期和值可读；按C级图表参考层留存，不覆盖A/B真实主表。,no,chart_reference_layer_only,2026-05-18,2026-05-24,26周批量图表接口复现并视觉抽取。,2026-05-22
